crop,state_name,district_name,crop_year,season,area_ha,nitrogen,phosphorous,potassium,temperature_c,humidity,ph,rainfall_mm,moisture,price_per_ton,target_yield_t_ha 
Banana,Tamil Nadu,KRISHNAGIRI,2009,Whole Year,1832.0,70.83,52.65,46.46,30.73,84.71,5.11,141.51,32.91,18338.76,24.285
Coconut,Tamil Nadu,KRISHNAGIRI,2009,Whole Year,14109.0,26.31,31.83,33.31,25.71,89.65,5.9,184.95,32.43,70338.77,8.902
Maize,Tamil Nadu,KRISHNAGIRI,2009,Whole Year,121.0,76.34,44.29,28.57,26.85,72.73,5.66,127.02,23.24,20338.78,3.543
Blackgram,Tamil Nadu,KRISHNAGIRI,2009,Whole Year,843.0,25.38,70.0,28.89,28.73,72.09,7.34,98.76,27.17,82338.79,1.092
Maize,Tamil Nadu,KRISHNAGIRI,2010,Kharif,233.0,81.94,24.51,39.16,23.63,73.82,6.84,109.16,23.65,20338.8,4.238
Rice,Tamil Nadu,KRISHNAGIRI,2010,Kharif,16337.0,68.51,50.9,39.94,27.1,87.18,6.44,300.0,34.48,24945.05,4.68
Blackgram,Tamil Nadu,KRISHNAGIRI,2010,Kharif,508.0,57.31,59.28,20.86,21.63,76.99,7.43,125.04,26.61,82338.82,1.339
Maize,Tamil Nadu,KRISHNAGIRI,2011,Kharif,916.0,78.39,66.29,28.14,18.13,75.32,5.84,99.66,23.27,20338.83,4.021
Rice,Tamil Nadu,KRISHNAGIRI,2011,Kharif,20111.0,64.05,69.83,46.53,23.65,86.7,4.88,236.6,42.95,24181.92,3.347
Maize,Tamil Nadu,KRISHNAGIRI,2011,Rabi,32.0,55.36,57.73,34.24,19.45,64.21,6.5,71.55,17.83,20338.85,3.611
Banana,Tamil Nadu,KRISHNAGIRI,2011,Whole Year,1768.0,89.77,60.72,52.3,28.87,83.48,4.56,153.55,32.48,18338.86,33.303
Coconut,Tamil Nadu,KRISHNAGIRI,2011,Whole Year,15550.0,17.36,22.87,33.78,30.31,90.82,5.84,145.77,29.22,70338.87,11.159
Blackgram,Tamil Nadu,KRISHNAGIRI,2011,Whole Year,2446.0,60.65,48.86,20.93,21.62,71.57,6.12,100.83,24.85,75621.44,1.196
Maize,Tamil Nadu,KRISHNAGIRI,2012,Kharif,981.0,57.28,39.9,24.69,21.65,68.45,4.58,118.37,25.54,20338.89,5.205
Rice,Tamil Nadu,KRISHNAGIRI,2012,Kharif,17753.0,72.21,33.01,46.37,21.94,85.0,4.62,242.45,26.59,24860.31,2.55
Blackgram,Tamil Nadu,KRISHNAGIRI,2012,Kharif,4162.0,47.82,60.4,36.58,32.81,77.58,7.53,124.91,13.68,82057.93,0.954
Maize,Tamil Nadu,KRISHNAGIRI,2013,Kharif,3280.0,73.62,36.65,34.79,22.56,78.47,5.95,140.04,28.31,20338.92,3.935
Rice,Tamil Nadu,KRISHNAGIRI,2013,Kharif,29704.0,69.69,60.22,49.49,28.44,87.44,4.5,295.99,35.7,25773.92,4.316
Blackgram,Tamil Nadu,KRISHNAGIRI,2013,Kharif,3879.0,33.38,70.04,32.26,27.73,80.62,6.92,112.75,21.72,78991.01,0.628
Maize,Tamil Nadu,KRISHNAGIRI,2013,Rabi,158.0,82.12,43.35,29.26,28.13,69.6,5.39,75.57,23.99,20338.95,2.909
Blackgram,Tamil Nadu,KRISHNAGIRI,2013,Rabi,363.0,62.35,61.51,29.74,34.3,59.6,6.69,72.92,22.86,80704.96,0.744
Banana,Tamil Nadu,KRISHNAGIRI,2013,Whole Year,920.0,101.3,71.38,60.61,27.24,82.58,6.13,124.89,25.02,18338.97,27.434
Coconut,Tamil Nadu,KRISHNAGIRI,2013,Whole Year,15781.0,45.02,12.56,44.96,25.47,87.52,5.11,216.96,30.46,70338.98,14.0
Banana,Tamil Nadu,MADURAI,1997,Kharif,1769.0,133.38,112.54,68.9,25.15,89.93,5.82,148.82,32.69,18338.99,18.901
Banana,Tamil Nadu,MADURAI,1997,Whole Year,2077.0,104.78,74.45,62.82,26.67,81.81,5.9,113.46,22.79,18339.0,28.938
Maize,Tamil Nadu,MADURAI,1997,Whole Year,306.0,73.86,70.22,36.82,29.98,71.04,5.93,119.05,29.35,20339.01,3.427
Rice,Tamil Nadu,MADURAI,1997,Whole Year,83061.0,68.65,58.75,48.53,22.66,85.9,7.34,266.18,41.21,24227.23,2.923
Blackgram,Tamil Nadu,MADURAI,1997,Whole Year,1248.0,45.18,51.42,38.67,35.14,63.02,6.95,72.85,19.71,80375.29,0.648
Maize,Tamil Nadu,MADURAI,1998,Kharif,1025.0,75.06,65.94,36.9,19.32,63.62,6.61,129.01,27.88,20339.04,5.487
Rice,Tamil Nadu,MADURAI,1998,Kharif,88338.0,71.68,42.85,50.69,21.26,87.73,4.5,273.65,33.35,25818.19,3.703
Blackgram,Tamil Nadu,MADURAI,1998,Kharif,3443.0,82.02,90.19,32.74,29.12,80.58,6.14,105.97,21.67,76630.5,0.836
Banana,Tamil Nadu,MADURAI,1998,Whole Year,2126.0,111.22,90.33,65.42,25.57,82.14,4.92,100.43,21.31,18339.07,32.293
Maize,Tamil Nadu,MADURAI,1999,Kharif,983.0,101.54,32.89,38.77,23.07,89.93,7.11,115.92,25.18,20339.08,6.179
Rice,Tamil Nadu,MADURAI,1999,Kharif,79103.0,87.11,65.9,53.34,25.87,81.45,7.35,234.71,27.29,24489.93,3.046
Blackgram,Tamil Nadu,MADURAI,1999,Kharif,2040.0,47.55,83.66,35.32,27.1,76.53,5.87,93.19,27.93,67217.05,1.047
Banana,Tamil Nadu,MADURAI,1999,Whole Year,1769.0,77.74,68.0,51.35,26.44,82.82,5.85,122.15,32.56,18339.11,33.434
Maize,Tamil Nadu,MADURAI,2000,Kharif,560.0,104.69,45.42,32.16,21.27,65.02,6.86,98.92,25.61,20339.12,3.351
Rice,Tamil Nadu,MADURAI,2000,Kharif,71421.0,94.83,66.82,54.78,25.82,86.55,6.45,240.83,34.13,25201.47,3.344
Blackgram,Tamil Nadu,MADURAI,2000,Kharif,2819.0,80.59,67.89,33.73,31.1,87.58,6.5,105.21,17.65,79583.67,1.156
Banana,Tamil Nadu,MADURAI,2000,Whole Year,1577.0,101.3,79.0,64.26,26.32,79.5,5.99,111.39,21.23,18339.15,40.0
Rice,Tamil Nadu,MADURAI,2001,Kharif,68131.0,99.83,57.43,53.59,28.09,86.38,6.7,268.48,34.99,25345.17,4.382
Blackgram,Tamil Nadu,MADURAI,2001,Kharif,1469.0,79.87,88.78,32.33,36.6,71.51,7.22,100.41,16.52,72845.47,1.154
Maize,Tamil Nadu,MADURAI,2002,Kharif,614.0,80.08,37.97,37.5,18.04,65.19,4.5,105.35,28.67,20339.18,3.903
Rice,Tamil Nadu,MADURAI,2002,Kharif,43959.0,72.2,57.89,48.57,23.23,87.36,7.41,228.19,26.22,26821.97,4.692
Blackgram,Tamil Nadu,MADURAI,2002,Kharif,1798.0,37.38,57.71,35.7,31.58,71.52,6.54,95.54,26.35,77118.15,0.775
Banana,Tamil Nadu,MADURAI,2002,Whole Year,2136.0,78.29,74.87,55.34,28.32,88.06,5.35,104.47,22.92,18339.21,29.681
Coconut,Tamil Nadu,MADURAI,2002,Whole Year,10545.0,10.0,35.25,45.01,27.19,92.7,6.29,84.51,23.98,70339.22,9.746
Grapes,Tamil Nadu,MADURAI,2002,Whole Year,3.0,11.62,130.38,171.16,32.6,83.73,5.78,75.17,24.98,30339.23,13.834
Mango,Tamil Nadu,MADURAI,2002,Whole Year,5647.0,41.53,46.32,45.08,26.51,52.73,5.06,102.29,23.62,28339.24,11.747
Orange,Tamil Nadu,MADURAI,2002,Whole Year,1.0,16.14,13.97,26.48,24.74,87.8,6.33,102.04,28.71,25339.25,10.903
Maize,Tamil Nadu,MADURAI,2003,Kharif,794.0,80.52,43.45,38.51,17.52,47.85,5.86,105.06,21.64,20339.26,3.961
Rice,Tamil Nadu,MADURAI,2003,Kharif,23934.0,73.55,73.3,42.77,23.29,86.86,7.21,299.56,31.97,24107.0,2.856
Blackgram,Tamil Nadu,MADURAI,2003,Kharif,1391.0,73.24,76.01,27.46,33.46,67.59,6.27,96.56,19.27,74784.12,0.788
Banana,Tamil Nadu,MADURAI,2003,Whole Year,2436.0,72.73,58.98,53.65,23.44,81.87,5.96,96.34,27.68,18339.29,23.31
Coconut,Tamil Nadu,MADURAI,2003,Whole Year,10611.0,23.59,41.07,45.92,24.91,95.83,5.91,171.47,35.56,70339.3,8.311
Grapes,Tamil Nadu,MADURAI,2003,Whole Year,1.0,56.12,103.62,175.15,25.4,81.99,5.03,76.59,30.46,30339.31,14.029
Mango,Tamil Nadu,MADURAI,2003,Whole Year,5558.0,10.28,18.72,50.38,28.99,60.9,4.5,94.78,27.55,28339.32,9.904
Orange,Tamil Nadu,MADURAI,2003,Whole Year,3.0,12.91,46.75,30.69,31.3,91.32,5.06,105.81,30.5,25339.33,8.583
Papaya,Tamil Nadu,MADURAI,2003,Whole Year,2.0,57.16,62.12,55.33,28.06,90.55,6.38,202.68,37.04,16339.34,22.968
Maize,Tamil Nadu,MADURAI,2004,Kharif,826.0,79.71,45.5,39.38,21.77,77.33,5.72,62.61,22.03,20339.35,4.363
Rice,Tamil Nadu,MADURAI,2004,Kharif,60368.0,87.26,67.05,44.84,23.53,82.5,5.36,225.68,38.92,24489.07,2.0
Blackgram,Tamil Nadu,MADURAI,2004,Kharif,1563.0,29.83,44.42,33.67,27.7,71.18,6.47,87.2,21.82,82339.37,0.942
Banana,Tamil Nadu,MADURAI,2004,Whole Year,2733.0,85.98,73.78,54.29,24.96,84.49,5.59,131.62,21.78,18339.38,27.141
Coconut,Tamil Nadu,MADURAI,2004,Whole Year,8470.0,35.33,31.51,46.18,28.46,88.19,5.44,172.59,30.22,70339.39,10.392
Rice,Tamil Nadu,MADURAI,2005,Kharif,70996.0,85.7,77.45,46.3,21.33,84.34,4.7,228.02,37.17,24226.83,2.0
Blackgram,Tamil Nadu,MADURAI,2005,Kharif,1873.0,25.46,52.6,39.2,24.79,74.3,7.09,93.17,21.53,74922.6,0.835
Banana,Tamil Nadu,MADURAI,2005,Whole Year,2831.0,111.48,63.8,61.4,28.29,79.84,5.6,111.81,20.5,18339.42,23.963
Coconut,Tamil Nadu,MADURAI,2005,Whole Year,10647.0,23.8,34.37,47.99,21.76,91.04,6.09,124.53,20.97,70339.43,6.41
Rice,Tamil Nadu,MADURAI,2006,Kharif,67230.0,74.16,38.89,46.78,20.93,86.93,5.66,120.34,28.31,23621.07,3.028
Banana,Tamil Nadu,MADURAI,2006,Whole Year,2766.0,91.94,78.42,60.31,26.65,83.25,6.01,103.61,25.09,18339.45,18.0
Coconut,Tamil Nadu,MADURAI,2006,Whole Year,10784.0,60.69,27.84,43.0,30.03,88.8,6.65,106.73,29.68,70339.46,6.214
Maize,Tamil Nadu,MADURAI,2006,Whole Year,2014.0,59.99,36.99,33.53,24.73,73.67,6.15,66.61,26.8,20339.47,3.952
Blackgram,Tamil Nadu,MADURAI,2006,Whole Year,1581.0,49.25,44.49,28.46,29.06,74.46,6.0,78.9,28.09,81524.22,0.934
Rice,Tamil Nadu,MADURAI,2007,Kharif,61864.0,57.42,37.92,46.28,17.73,88.62,4.82,172.57,29.87,25252.93,4.562
Banana,Tamil Nadu,MADURAI,2007,Whole Year,2792.0,98.48,59.69,60.48,29.17,87.81,6.04,95.57,23.9,18339.5,22.641
Coconut,Tamil Nadu,MADURAI,2007,Whole Year,10660.0,10.0,39.22,45.35,25.35,95.61,6.22,166.01,30.99,70339.51,6.829
Maize,Tamil Nadu,MADURAI,2007,Whole Year,4359.0,93.08,44.11,33.68,30.83,62.03,6.6,82.83,28.57,20339.52,2.72
Blackgram,Tamil Nadu,MADURAI,2007,Whole Year,2071.0,104.43,69.26,34.49,23.24,74.02,6.47,85.52,27.15,81688.51,0.86
Rice,Tamil Nadu,MADURAI,2008,Kharif,66699.0,110.71,53.42,55.52,24.57,85.48,5.03,168.03,31.39,23152.6,3.214
Banana,Tamil Nadu,MADURAI,2008,Whole Year,2680.0,89.69,64.15,56.22,23.58,81.82,6.37,83.26,20.47,18339.55,29.055
Coconut,Tamil Nadu,MADURAI,2008,Whole Year,10860.0,13.29,30.56,40.25,25.91,93.45,5.18,108.69,30.71,70339.56,9.193
Maize,Tamil Nadu,MADURAI,2008,Whole Year,4608.0,73.05,59.57,31.12,22.89,76.26,4.67,96.51,22.07,20339.57,6.308
Blackgram,Tamil Nadu,MADURAI,2008,Whole Year,966.0,38.57,66.17,38.36,29.46,62.66,6.06,79.7,21.26,82339.58,0.959
Rice,Tamil Nadu,MADURAI,2009,Kharif,50986.0,124.24,68.36,51.66,24.11,83.33,6.54,245.7,40.98,25537.17,3.197
Banana,Tamil Nadu,MADURAI,2009,Whole Year,2504.0,101.6,73.14,55.77,29.51,78.73,5.66,123.99,22.55,18339.6,33.92
Coconut,Tamil Nadu,MADURAI,2009,Whole Year,11072.0,10.0,51.85,48.74,27.08,94.89,5.45,175.86,30.81,70339.61,10.453
Maize,Tamil Nadu,MADURAI,2009,Whole Year,4553.0,70.42,51.69,34.15,21.77,50.43,5.84,63.36,26.54,20339.62,3.553
Blackgram,Tamil Nadu,MADURAI,2009,Whole Year,1045.0,55.22,84.17,39.61,13.74,71.74,6.22,83.63,22.97,82339.63,1.316
Maize,Tamil Nadu,MADURAI,2010,Kharif,3848.0,90.57,59.39,29.44,29.12,83.07,6.28,115.92,20.35,20339.64,4.973
Rice,Tamil Nadu,MADURAI,2010,Kharif,61064.0,67.11,57.09,56.25,20.61,88.14,6.79,204.59,36.11,24256.13,3.36
Blackgram,Tamil Nadu,MADURAI,2010,Kharif,1036.0,45.74,88.87,37.68,22.47,69.39,6.95,102.82,29.91,79506.74,0.6
Maize,Tamil Nadu,MADURAI,2011,Kharif,4833.0,31.41,50.1,33.58,24.74,79.96,6.25,34.12,21.85,20339.67,4.533
Rice,Tamil Nadu,MADURAI,2011,Kharif,65635.0,75.2,55.41,46.0,25.88,84.2,4.5,284.37,28.53,25181.53,3.738
Maize,Tamil Nadu,MADURAI,2011,Rabi,889.0,100.87,51.17,33.82,23.57,64.73,6.47,109.54,21.97,20339.69,6.249
Banana,Tamil Nadu,MADURAI,2011,Whole Year,2370.0,113.37,71.54,56.52,26.32,82.0,5.11,103.52,21.12,18339.7,27.646
Coconut,Tamil Nadu,MADURAI,2011,Whole Year,11382.0,22.56,31.71,51.95,24.4,93.5,5.7,79.48,26.05,70339.71,11.505
Blackgram,Tamil Nadu,MADURAI,2011,Whole Year,1053.0,89.73,78.05,37.35,31.13,68.74,5.57,73.43,18.43,81681.25,0.785
Maize,Tamil Nadu,MADURAI,2012,Kharif,7033.0,86.51,66.8,34.85,15.47,64.12,6.38,120.94,29.6,20339.73,4.048
Rice,Tamil Nadu,MADURAI,2012,Kharif,18024.0,84.45,42.47,44.56,20.81,87.08,4.71,247.62,34.61,23874.45,3.938
Blackgram,Tamil Nadu,MADURAI,2012,Kharif,719.0,14.1,67.98,32.73,23.74,64.54,6.72,98.86,21.2,78838.59,0.768
Maize,Tamil Nadu,MADURAI,2013,Kharif,4660.0,106.06,33.49,40.84,20.78,74.63,6.55,127.77,25.73,20339.76,4.253
Rice,Tamil Nadu,MADURAI,2013,Kharif,35268.0,92.64,38.11,50.87,26.06,84.47,6.24,300.0,32.88,24530.89,4.052
Blackgram,Tamil Nadu,MADURAI,2013,Kharif,724.0,26.11,62.53,40.48,29.36,73.48,7.38,100.11,22.12,76610.05,1.035
Maize,Tamil Nadu,MADURAI,2013,Rabi,3368.0,72.94,39.59,43.18,11.35,73.36,5.37,65.99,21.2,20339.79,4.383
Blackgram,Tamil Nadu,MADURAI,2013,Rabi,281.0,44.58,84.07,32.65,23.97,66.52,6.44,61.13,25.7,82339.8,1.109
Banana,Tamil Nadu,MADURAI,2013,Whole Year,2427.0,98.74,77.36,55.29,22.57,77.65,6.14,141.47,33.66,18339.81,36.564
Coconut,Tamil Nadu,MADURAI,2013,Whole Year,11305.0,78.67,38.55,43.5,26.27,96.43,6.94,163.78,31.97,70339.82,9.457
Banana,Tamil Nadu,NAGAPATTINAM,1997,Kharif,575.0,89.98,49.18,38.53,23.56,81.32,5.88,124.07,19.33,18339.83,25.727
Banana,Tamil Nadu,NAGAPATTINAM,1997,Whole Year,556.0,118.49,78.31,50.49,27.38,90.75,5.61,66.57,23.2,18339.84,21.049
Maize,Tamil Nadu,NAGAPATTINAM,1997,Whole Year,59.0,68.72,57.19,32.17,22.74,61.49,5.01,54.61,18.43,20339.85,4.203
Rice,Tamil Nadu,NAGAPATTINAM,1997,Whole Year,156953.0,43.73,51.24,33.98,25.87,85.94,6.02,191.0,31.05,24913.65,3.089
Blackgram,Tamil Nadu,NAGAPATTINAM,1997,Whole Year,49422.0,44.8,67.76,22.54,28.59,76.24,6.87,53.78,21.18,82339.87,1.058
Maize,Tamil Nadu,NAGAPATTINAM,1998,Kharif,14.0,85.88,53.6,16.24,19.68,91.64,6.82,73.25,31.35,20339.88,3.11
Rice,Tamil Nadu,NAGAPATTINAM,1998,Kharif,159249.0,67.49,27.27,32.44,19.32,88.96,6.65,276.6,37.82,25993.91,4.67
Blackgram,Tamil Nadu,NAGAPATTINAM,1998,Kharif,56135.0,39.62,60.88,29.88,29.76,71.9,5.71,82.08,27.37,81007.23,0.843
Banana,Tamil Nadu,NAGAPATTINAM,1998,Whole Year,541.0,82.74,55.27,42.3,27.24,80.25,6.08,107.75,22.22,18339.91,28.653
Maize,Tamil Nadu,NAGAPATTINAM,1999,Kharif,11.0,62.99,65.18,18.89,30.03,80.91,5.35,58.08,15.63,20339.92,2.5
Rice,Tamil Nadu,NAGAPATTINAM,1999,Kharif,162381.0,82.63,46.29,38.21,23.78,91.4,7.87,241.19,35.2,23515.3,2.842
Blackgram,Tamil Nadu,NAGAPATTINAM,1999,Kharif,50281.0,16.01,74.48,24.08,29.34,73.26,7.05,87.26,24.69,77666.79,0.6
Banana,Tamil Nadu,NAGAPATTINAM,1999,Whole Year,575.0,87.19,54.95,48.94,28.14,85.85,5.56,100.58,34.29,18339.95,40.0
Rice,Tamil Nadu,NAGAPATTINAM,2000,Kharif,168155.0,101.47,49.85,32.19,21.36,87.59,5.07,186.25,29.73,22771.96,2.425
Blackgram,Tamil Nadu,NAGAPATTINAM,2000,Kharif,51088.0,39.74,77.36,19.64,24.3,72.9,6.17,87.18,21.48,71230.62,0.628
Banana,Tamil Nadu,NAGAPATTINAM,2000,Whole Year,38.0,73.46,70.88,51.13,26.44,77.58,5.49,68.29,15.43,18339.98,24.577
Rice,Tamil Nadu,NAGAPATTINAM,2001,Kharif,168265.0,58.6,34.06,42.33,24.3,87.59,7.55,204.99,28.49,24843.89,3.337
Blackgram,Tamil Nadu,NAGAPATTINAM,2001,Kharif,50669.0,25.37,62.37,29.94,23.97,74.0,6.39,86.69,25.51,78414.43,1.203
Maize,Tamil Nadu,NAGAPATTINAM,2002,Kharif,2.0,87.16,52.42,28.04,29.62,74.69,5.92,118.03,35.31,20340.01,2.8
Rice,Tamil Nadu,NAGAPATTINAM,2002,Kharif,137724.0,50.22,15.91,42.42,26.08,94.83,5.76,228.35,36.24,25541.81,2.55
Blackgram,Tamil Nadu,NAGAPATTINAM,2002,Kharif,21504.0,31.36,44.68,36.78,37.23,81.01,5.35,95.13,31.06,82340.03,0.799
Banana,Tamil Nadu,NAGAPATTINAM,2002,Whole Year,750.0,83.64,68.87,49.04,26.42,78.62,5.8,85.28,24.71,18340.04,18.0
Coconut,Tamil Nadu,NAGAPATTINAM,2002,Whole Year,3660.0,23.16,5.0,27.91,26.85,98.0,5.95,146.45,36.62,70340.05,10.384
Mango,Tamil Nadu,NAGAPATTINAM,2002,Whole Year,1057.0,27.53,26.68,36.51,25.27,64.68,4.5,85.91,23.09,28340.06,6.0
Maize,Tamil Nadu,NAGAPATTINAM,2003,Kharif,62.0,75.32,42.87,18.3,21.16,77.21,6.51,83.41,25.95,20340.07,4.822
Rice,Tamil Nadu,NAGAPATTINAM,2003,Kharif,136039.0,46.79,46.12,31.77,23.06,86.73,6.73,193.0,26.38,24974.6,2.315
Blackgram,Tamil Nadu,NAGAPATTINAM,2003,Kharif,28404.0,10.0,39.57,28.39,35.62,77.1,5.83,82.2,22.18,75359.59,0.766
Banana,Tamil Nadu,NAGAPATTINAM,2003,Whole Year,537.0,99.71,61.59,44.85,24.83,86.4,5.91,91.11,28.39,18340.1,19.42
Coconut,Tamil Nadu,NAGAPATTINAM,2003,Whole Year,3808.0,53.65,17.43,25.37,27.85,98.0,6.31,140.29,34.45,70340.11,7.665
Mango,Tamil Nadu,NAGAPATTINAM,2003,Whole Year,1239.0,56.45,27.73,25.65,29.59,66.82,5.32,84.74,24.81,28340.12,6.716
Maize,Tamil Nadu,NAGAPATTINAM,2004,Kharif,29.0,82.02,30.36,21.86,24.69,79.11,5.34,117.48,19.31,20340.13,5.467
Rice,Tamil Nadu,NAGAPATTINAM,2004,Kharif,153139.0,68.68,42.07,36.86,24.76,88.57,5.25,239.54,34.51,24617.98,4.571
Blackgram,Tamil Nadu,NAGAPATTINAM,2004,Kharif,45465.0,89.98,66.4,25.57,25.1,80.76,6.9,83.15,22.48,80265.88,1.292
Banana,Tamil Nadu,NAGAPATTINAM,2004,Whole Year,533.0,127.89,56.68,51.29,26.25,86.49,6.07,88.85,26.65,18340.16,23.639
Coconut,Tamil Nadu,NAGAPATTINAM,2004,Whole Year,3847.0,10.0,28.02,37.35,29.85,93.22,6.91,186.68,26.06,70340.17,8.174
Rice,Tamil Nadu,NAGAPATTINAM,2005,Kharif,158100.0,49.86,41.18,40.02,21.86,88.22,6.81,270.55,38.19,22340.18,2.646
Blackgram,Tamil Nadu,NAGAPATTINAM,2005,Kharif,42930.0,23.1,44.54,23.44,26.98,75.79,6.39,83.2,27.38,82340.19,1.05
Banana,Tamil Nadu,NAGAPATTINAM,2005,Whole Year,616.0,84.53,52.55,48.75,23.91,87.61,5.9,83.5,21.74,18340.2,18.0
Coconut,Tamil Nadu,NAGAPATTINAM,2005,Whole Year,3850.0,21.66,19.82,33.75,25.21,96.82,5.84,108.17,26.5,70340.21,10.63
Rice,Tamil Nadu,NAGAPATTINAM,2006,Kharif,165714.0,55.88,54.73,34.13,24.61,90.41,6.75,262.68,31.63,23765.3,3.365
Banana,Tamil Nadu,NAGAPATTINAM,2006,Whole Year,613.0,55.75,75.92,50.56,23.18,81.42,5.29,124.14,24.0,18340.23,26.511
Coconut,Tamil Nadu,NAGAPATTINAM,2006,Whole Year,4148.0,51.9,19.48,23.63,26.28,95.25,5.86,182.19,35.05,70340.24,10.054
Maize,Tamil Nadu,NAGAPATTINAM,2006,Whole Year,7.0,83.01,58.73,22.07,22.21,74.68,5.38,39.83,19.56,20340.25,3.394
Blackgram,Tamil Nadu,NAGAPATTINAM,2006,Whole Year,60413.0,41.99,67.53,11.32,19.46,72.76,6.68,53.73,26.02,81644.2,0.874
Rice,Tamil Nadu,NAGAPATTINAM,2007,Kharif,154040.0,53.14,23.4,34.41,20.81,89.58,6.61,192.5,30.82,25082.66,3.479
Banana,Tamil Nadu,NAGAPATTINAM,2007,Whole Year,609.0,62.56,77.15,43.03,23.85,89.52,6.19,76.44,21.13,18340.28,22.741
Coconut,Tamil Nadu,NAGAPATTINAM,2007,Whole Year,4241.0,19.12,19.56,34.79,26.11,98.0,5.81,185.77,32.51,70340.29,7.939
Maize,Tamil Nadu,NAGAPATTINAM,2007,Whole Year,5.0,59.01,23.91,19.3,10.0,80.23,7.7,116.66,35.44,20340.3,3.492
Blackgram,Tamil Nadu,NAGAPATTINAM,2007,Whole Year,64860.0,55.02,58.51,26.29,36.12,76.81,7.45,60.21,17.41,81648.06,0.6
Rice,Tamil Nadu,NAGAPATTINAM,2008,Kharif,170840.0,54.57,40.44,44.14,23.39,91.67,8.09,263.12,35.08,25117.83,2.233
Banana,Tamil Nadu,NAGAPATTINAM,2008,Whole Year,578.0,61.39,64.56,49.2,23.32,84.92,6.27,84.12,24.01,18340.33,23.176
Coconut,Tamil Nadu,NAGAPATTINAM,2008,Whole Year,4176.0,51.75,35.22,35.18,25.09,97.53,6.12,156.0,31.95,70340.34,7.961
Maize,Tamil Nadu,NAGAPATTINAM,2008,Whole Year,27.0,67.35,61.16,24.76,23.15,82.09,4.5,71.69,24.46,20340.35,2.5
Blackgram,Tamil Nadu,NAGAPATTINAM,2008,Whole Year,61503.0,58.4,57.0,38.14,26.83,79.29,6.27,62.75,24.38,82340.36,0.636
Rice,Tamil Nadu,NAGAPATTINAM,2009,Kharif,157855.0,76.95,51.69,42.44,24.44,89.14,6.74,300.0,33.87,25995.5,3.882
Banana,Tamil Nadu,NAGAPATTINAM,2009,Whole Year,640.0,58.79,90.21,42.84,26.13,86.78,5.83,98.67,29.16,18340.38,32.758
Coconut,Tamil Nadu,NAGAPATTINAM,2009,Whole Year,4105.0,14.07,14.68,34.35,26.29,98.0,6.53,180.47,33.35,70340.39,5.793
Maize,Tamil Nadu,NAGAPATTINAM,2009,Whole Year,6.0,81.81,23.18,23.3,14.44,68.03,6.76,71.96,24.54,20340.4,4.427
Blackgram,Tamil Nadu,NAGAPATTINAM,2009,Whole Year,51819.0,79.89,66.6,18.89,27.02,67.82,7.4,66.33,20.92,79170.88,0.821
Maize,Tamil Nadu,NAGAPATTINAM,2010,Kharif,24.0,50.05,49.62,20.55,21.4,92.82,6.15,73.26,27.62,20340.42,3.656
Rice,Tamil Nadu,NAGAPATTINAM,2010,Kharif,156049.0,48.2,38.97,31.45,23.16,93.22,6.05,200.92,37.82,24629.73,2.0
Blackgram,Tamil Nadu,NAGAPATTINAM,2010,Kharif,51549.0,57.05,58.6,27.21,22.37,75.37,7.02,83.54,22.21,78396.17,0.921
Maize,Tamil Nadu,NAGAPATTINAM,2011,Kharif,17.0,82.92,46.45,24.73,22.7,70.61,6.2,111.31,24.67,20340.45,4.315
Rice,Tamil Nadu,NAGAPATTINAM,2011,Kharif,170042.0,85.84,42.17,34.04,23.3,91.04,7.17,179.95,27.26,24992.76,2.408
Banana,Tamil Nadu,NAGAPATTINAM,2011,Whole Year,645.0,52.13,58.31,52.73,25.52,87.86,6.18,64.4,22.8,18340.47,24.461
Coconut,Tamil Nadu,NAGAPATTINAM,2011,Whole Year,4026.0,27.05,24.57,32.07,24.76,98.0,5.96,223.53,32.87,70340.48,10.909
Blackgram,Tamil Nadu,NAGAPATTINAM,2011,Whole Year,50480.0,29.17,47.23,11.47,24.72,69.14,7.26,59.58,29.77,82340.49,0.6
Maize,Tamil Nadu,NAGAPATTINAM,2012,Kharif,30.0,54.84,61.36,30.0,26.62,64.23,5.68,131.67,20.3,20340.5,3.394
Rice,Tamil Nadu,NAGAPATTINAM,2012,Kharif,142210.0,32.1,47.66,39.42,27.0,87.55,5.72,180.92,33.45,24549.75,2.93
Blackgram,Tamil Nadu,NAGAPATTINAM,2012,Kharif,30600.0,40.21,58.82,24.82,28.89,71.52,7.16,88.92,17.83,79033.94,0.894
Maize,Tamil Nadu,NAGAPATTINAM,2013,Kharif,19.0,62.8,39.79,25.87,23.66,71.95,5.29,99.59,15.7,20340.53,4.417
Rice,Tamil Nadu,NAGAPATTINAM,2013,Kharif,154750.0,91.75,65.22,39.76,24.6,91.23,5.95,223.43,34.74,26599.05,3.979
Blackgram,Tamil Nadu,NAGAPATTINAM,2013,Kharif,143.0,34.79,65.9,27.73,26.56,78.41,6.88,79.22,20.56,75044.66,1.224
Maize,Tamil Nadu,NAGAPATTINAM,2013,Rabi,3.0,61.17,23.35,12.36,27.18,66.89,6.04,60.98,20.62,20340.56,3.828
Blackgram,Tamil Nadu,NAGAPATTINAM,2013,Rabi,46929.0,13.64,67.07,20.18,25.04,67.44,6.92,39.67,20.27,82340.57,1.245
