crop,state_name,district_name,crop_year,season,area_ha,nitrogen,phosphorous,potassium,temperature_c,humidity,ph,rainfall_mm,moisture,yield_t_ha 
Rice,West Bengal,BANKURA,2003,Summer,35247.0,74.36,67.42,48.96,28.04,77.57,5.91,295.91,28.41,3.003
Coconut,West Bengal,BANKURA,2003,Whole Year,229.0,73.01,25.83,36.48,28.44,95.79,6.55,178.09,31.51,14.641
Rice,West Bengal,BANKURA,2003,Winter,264939.0,72.76,50.24,50.39,29.25,81.27,4.5,228.8,26.85,2.669
Rice,West Bengal,BANKURA,2004,Autumn,19366.0,71.68,64.83,41.02,26.77,78.29,4.5,231.01,37.62,2.738
Jute,West Bengal,BANKURA,2004,Kharif,295.0,85.44,60.62,45.04,31.59,82.74,6.95,219.98,31.97,17.8
Maize,West Bengal,BANKURA,2004,Kharif,611.0,81.07,59.05,28.92,27.85,71.71,6.47,163.02,32.08,1.779
Blackgram,West Bengal,BANKURA,2004,Kharif,4.0,40.07,64.18,22.14,31.35,70.72,6.85,131.71,27.09,0.5
Blackgram,West Bengal,BANKURA,2004,Rabi,10.0,21.37,54.23,27.08,25.31,64.3,6.79,96.37,15.32,0.5
Rice,West Bengal,BANKURA,2004,Summer,39644.0,66.03,54.72,38.1,25.8,73.4,6.03,222.16,20.29,2.597
Coconut,West Bengal,BANKURA,2004,Whole Year,241.0,64.52,43.43,39.8,28.55,92.7,6.21,175.16,40.82,15.471
Rice,West Bengal,BANKURA,2004,Winter,287815.0,64.53,59.47,43.92,20.44,85.97,4.5,236.42,30.72,2.788
Rice,West Bengal,BANKURA,2005,Autumn,15721.0,57.92,41.81,42.84,26.56,86.29,6.45,211.15,26.48,2.493
Jute,West Bengal,BANKURA,2005,Kharif,3.0,85.16,51.47,38.01,27.12,94.58,5.56,233.04,35.18,18.0
Maize,West Bengal,BANKURA,2005,Kharif,783.0,110.34,48.81,32.06,34.8,60.66,6.26,137.21,18.7,1.931
Blackgram,West Bengal,BANKURA,2005,Kharif,42.0,69.53,69.87,24.06,35.24,73.22,7.35,138.46,25.71,0.238
Blackgram,West Bengal,BANKURA,2005,Rabi,10.0,86.65,77.95,12.47,24.64,60.01,5.99,90.41,22.46,0.5
Rice,West Bengal,BANKURA,2005,Summer,55091.0,71.75,42.05,40.27,27.61,74.26,5.82,240.87,30.3,2.307
Coconut,West Bengal,BANKURA,2005,Whole Year,255.0,35.56,39.89,37.62,31.15,88.23,6.1,190.03,39.18,10.871
Rice,West Bengal,BANKURA,2005,Winter,316127.0,93.05,38.64,49.6,22.88,77.5,7.53,166.84,35.22,2.68
Rice,West Bengal,BANKURA,2006,Autumn,20337.0,107.33,25.71,45.99,29.39,85.68,4.98,218.61,26.94,2.618
Jute,West Bengal,BANKURA,2006,Kharif,35.0,60.95,48.57,45.21,25.63,80.92,6.29,224.79,23.38,17.771
Maize,West Bengal,BANKURA,2006,Kharif,775.0,78.69,49.05,32.99,24.78,65.37,7.44,208.79,32.0,2.71
Blackgram,West Bengal,BANKURA,2006,Kharif,2.0,53.91,79.67,23.34,34.92,73.65,7.02,137.22,23.5,0.5
Blackgram,West Bengal,BANKURA,2006,Rabi,15.0,76.37,70.35,25.87,31.99,63.57,7.21,93.6,19.84,0.4
Rice,West Bengal,BANKURA,2006,Summer,50430.0,60.58,41.04,42.52,24.58,74.89,8.38,167.57,20.9,2.76
Coconut,West Bengal,BANKURA,2006,Whole Year,271.0,44.93,25.56,30.58,29.72,89.2,5.23,210.25,38.82,11261.993
Rice,West Bengal,BANKURA,2006,Winter,336129.0,62.71,60.29,43.23,21.59,83.83,7.09,244.27,32.57,2.813
Rice,West Bengal,BANKURA,2007,Autumn,20445.0,80.11,44.88,44.59,26.69,81.98,7.8,245.53,31.77,2.694
Jute,West Bengal,BANKURA,2007,Kharif,45.0,95.63,61.93,52.91,29.28,93.58,5.94,168.97,38.04,16.711
Maize,West Bengal,BANKURA,2007,Kharif,100.0,83.58,52.36,37.35,19.66,67.98,6.3,143.02,25.37,1.0
Blackgram,West Bengal,BANKURA,2007,Kharif,18.0,23.89,50.03,28.09,32.09,70.42,6.84,138.59,22.75,0.333
Maize,West Bengal,BANKURA,2007,Rabi,20.0,84.83,49.66,34.29,22.89,61.18,6.05,108.09,31.3,2.75
Maize,West Bengal,BANKURA,2007,Summer,173.0,122.21,20.64,36.95,23.89,76.02,5.84,131.14,29.67,3.197
Rice,West Bengal,BANKURA,2007,Summer,67600.0,83.37,45.53,41.44,23.35,75.6,6.96,211.65,27.76,2.843
Coconut,West Bengal,BANKURA,2007,Whole Year,271.0,18.6,27.59,35.31,31.59,90.19,6.66,300.0,42.63,11290.037
Rice,West Bengal,BANKURA,2007,Winter,328783.0,96.13,53.32,41.71,25.77,79.49,6.38,235.81,44.21,2.817
Maize,West Bengal,BANKURA,2008,Autumn,302.0,73.0,70.63,34.39,21.37,60.7,7.11,134.73,28.04,1.215
Rice,West Bengal,BANKURA,2008,Autumn,20880.0,50.34,35.65,47.11,28.75,82.1,4.67,288.32,38.48,2.642
Jute,West Bengal,BANKURA,2008,Kharif,2.0,114.52,46.35,47.81,26.28,89.33,7.44,231.22,30.03,16.5
Blackgram,West Bengal,BANKURA,2008,Kharif,9.0,16.65,72.52,28.22,27.07,67.21,7.9,130.3,28.16,0.333
Maize,West Bengal,BANKURA,2008,Rabi,5.0,61.82,32.0,33.53,14.33,57.15,6.14,106.44,18.65,2.6
Maize,West Bengal,BANKURA,2008,Summer,89.0,81.4,48.0,31.21,35.56,59.73,6.34,86.01,20.65,2.022
Rice,West Bengal,BANKURA,2008,Summer,46705.0,67.75,63.84,44.4,30.79,72.62,6.35,269.1,36.2,2.747
Coconut,West Bengal,BANKURA,2008,Whole Year,271.0,29.26,31.21,35.74,29.58,86.02,5.77,179.02,27.62,11.288
Rice,West Bengal,BANKURA,2008,Winter,303565.0,104.36,31.17,39.56,20.12,82.32,5.22,300.0,32.82,2.775
Maize,West Bengal,BANKURA,2009,Autumn,5.0,83.45,49.7,31.43,23.8,65.65,6.42,112.34,25.36,1.4
Rice,West Bengal,BANKURA,2009,Autumn,13467.0,73.13,48.16,46.86,24.49,78.89,4.79,101.72,28.29,3.017
Maize,West Bengal,BANKURA,2009,Rabi,26.0,82.42,66.23,26.16,27.23,76.29,6.13,120.05,31.42,3.192
Maize,West Bengal,BANKURA,2009,Summer,141.0,64.56,38.55,26.86,27.78,72.18,6.81,116.04,28.63,2.113
Rice,West Bengal,BANKURA,2009,Summer,45623.0,67.38,44.15,35.17,24.18,75.66,8.5,300.0,43.29,2.617
Rice,West Bengal,BANKURA,2009,Winter,318205.0,53.96,48.5,40.58,26.68,78.9,6.88,244.09,25.24,2.655
Maize,West Bengal,BANKURA,2010,Autumn,151.0,87.68,57.47,33.33,18.86,51.2,6.23,120.22,25.75,2.093
Rice,West Bengal,BANKURA,2010,Autumn,12991.0,76.38,43.91,43.57,29.88,77.42,7.92,146.86,30.4,2.296
Jute,West Bengal,BANKURA,2010,Kharif,6.0,83.1,42.16,36.97,27.24,78.59,5.42,201.02,25.45,19.5
Blackgram,West Bengal,BANKURA,2010,Kharif,6.0,47.35,58.15,30.94,34.39,76.47,6.22,128.14,23.54,0.167
Maize,West Bengal,BANKURA,2010,Rabi,45.0,87.07,50.57,30.31,32.89,86.7,5.59,133.36,29.17,1.022
Maize,West Bengal,BANKURA,2010,Summer,134.0,78.75,48.16,28.61,28.74,75.74,5.38,79.92,20.08,2.567
Rice,West Bengal,BANKURA,2010,Summer,37048.0,60.91,53.65,43.84,27.22,80.07,5.78,282.36,33.37,2.981
Rice,West Bengal,BANKURA,2010,Winter,147983.0,121.15,53.63,41.32,19.51,81.46,7.37,168.34,37.43,2.482
Maize,West Bengal,BANKURA,2011,Autumn,25.0,82.0,54.26,25.69,29.76,76.17,7.53,79.92,22.36,1.2
Rice,West Bengal,BANKURA,2011,Autumn,16517.0,110.3,53.19,48.27,28.21,79.83,4.62,300.0,35.26,2.747
Jute,West Bengal,BANKURA,2011,Kharif,24.0,64.81,34.56,60.01,32.14,87.28,6.56,209.12,26.08,18.75
Blackgram,West Bengal,BANKURA,2011,Kharif,39.0,45.78,64.83,28.57,35.01,73.72,7.18,141.63,22.5,0.128
Maize,West Bengal,BANKURA,2011,Rabi,85.0,77.84,52.05,31.95,22.39,68.8,6.76,118.36,29.24,2.247
Maize,West Bengal,BANKURA,2011,Summer,121.0,85.83,58.33,27.52,33.7,63.01,6.74,67.18,20.12,2.264
Rice,West Bengal,BANKURA,2011,Summer,42505.0,36.61,52.25,43.23,30.33,76.75,8.5,250.24,34.43,2.457
Rice,West Bengal,BANKURA,2011,Winter,317968.0,60.79,43.5,43.45,19.86,82.37,7.13,259.63,30.97,3.05
Rice,West Bengal,BANKURA,2012,Autumn,19012.0,81.25,38.71,46.25,20.39,82.9,6.13,241.29,30.2,2.943
Blackgram,West Bengal,BANKURA,2012,Kharif,33.0,51.44,71.14,29.64,25.99,74.12,6.81,141.02,27.47,0.273
Maize,West Bengal,BANKURA,2012,Rabi,107.0,92.77,54.13,19.36,33.4,66.62,6.95,117.41,23.43,3.206
Maize,West Bengal,BANKURA,2012,Summer,204.0,61.81,58.41,27.11,29.06,72.84,7.04,95.83,13.11,3.255
Rice,West Bengal,BANKURA,2012,Summer,34831.0,109.72,58.61,44.38,29.97,73.54,7.0,226.54,34.97,3.245
Rice,West Bengal,BANKURA,2012,Winter,322444.0,58.68,42.32,53.24,25.67,82.07,5.13,207.83,35.23,2.682
Maize,West Bengal,BANKURA,2013,Autumn,117.0,72.52,54.23,29.84,22.63,67.74,7.65,89.51,21.23,1.838
Rice,West Bengal,BANKURA,2013,Autumn,19717.0,87.44,43.31,43.01,26.52,80.04,6.42,170.29,30.48,2.552
Jute,West Bengal,BANKURA,2013,Kharif,4.0,63.77,58.75,35.07,28.32,72.75,6.87,218.19,28.14,19.5
Blackgram,West Bengal,BANKURA,2013,Kharif,6.0,37.66,63.31,28.06,30.84,72.33,6.9,145.93,30.65,0.167
Maize,West Bengal,BANKURA,2013,Rabi,43.0,52.34,52.87,29.85,23.43,63.36,5.23,53.38,23.89,3.326
Maize,West Bengal,BANKURA,2013,Summer,61.0,81.05,40.25,25.93,31.49,70.28,5.51,121.7,24.43,2.803
Rice,West Bengal,BANKURA,2013,Summer,40009.0,100.38,40.83,46.91,32.65,76.25,4.5,210.88,32.85,3.013
Rice,West Bengal,BANKURA,2013,Winter,317884.0,110.5,46.49,45.71,25.15,87.83,5.12,253.19,38.76,2.751
Maize,West Bengal,BANKURA,2014,Autumn,60.0,57.47,44.49,31.56,20.82,52.88,6.28,142.0,25.96,2.017
Rice,West Bengal,BANKURA,2014,Autumn,21698.0,109.81,60.66,41.01,26.24,81.66,6.59,234.25,27.96,3.169
Jute,West Bengal,BANKURA,2014,Kharif,290.0,74.0,48.74,44.37,27.69,98.0,7.21,222.55,28.37,20.752
Blackgram,West Bengal,BANKURA,2014,Kharif,5.0,70.03,67.82,22.3,34.62,73.52,6.24,135.05,30.68,0.2
Maize,West Bengal,BANKURA,2014,Rabi,78.0,53.51,56.11,27.18,28.12,72.5,6.26,107.11,24.88,2.885
Maize,West Bengal,BANKURA,2014,Summer,148.0,78.99,73.1,24.66,23.47,74.45,7.09,93.56,27.73,3.203
Rice,West Bengal,BANKURA,2014,Summer,40185.0,132.73,67.14,41.34,31.08,74.35,5.9,278.21,30.5,3.003
Rice,West Bengal,BANKURA,2014,Winter,294204.0,87.06,46.81,39.03,29.52,85.67,8.5,261.54,33.57,2.701
Rice,West Bengal,BARDHAMAN,1997,Autumn,34675.0,44.82,48.65,48.62,23.85,74.47,5.5,204.07,25.19,2.641
Jute,West Bengal,BARDHAMAN,1997,Kharif,16535.0,92.48,60.13,51.09,26.48,85.78,6.69,209.31,34.17,17.556
Blackgram,West Bengal,BARDHAMAN,1997,Kharif,1220.0,75.98,81.24,25.83,30.79,78.54,6.5,116.94,24.94,0.598
Blackgram,West Bengal,BARDHAMAN,1997,Rabi,80.0,37.19,39.63,31.28,24.73,58.49,6.31,59.53,17.99,0.575
Rice,West Bengal,BARDHAMAN,1997,Summer,201048.0,56.68,55.11,46.11,24.33,68.79,6.93,185.11,20.85,3.44
Coconut,West Bengal,BARDHAMAN,1997,Whole Year,1935.0,48.04,37.29,38.58,25.97,86.79,5.42,180.79,33.91,13.95
Maize,West Bengal,BARDHAMAN,1997,Whole Year,683.0,73.54,49.0,31.79,20.27,69.33,7.27,85.07,19.48,0.761
Rice,West Bengal,BARDHAMAN,1997,Winter,417834.0,107.36,63.25,52.71,23.36,74.89,5.28,235.12,30.17,2.743
Rice,West Bengal,BARDHAMAN,1998,Autumn,34681.0,74.23,49.78,49.57,27.9,76.33,6.77,258.64,32.49,2.926
Jute,West Bengal,BARDHAMAN,1998,Kharif,15854.0,93.45,43.98,40.85,24.39,79.22,6.74,220.54,33.11,14.746
Maize,West Bengal,BARDHAMAN,1998,Kharif,685.0,34.87,52.64,29.67,31.31,62.23,5.82,109.06,23.4,1.153
Blackgram,West Bengal,BARDHAMAN,1998,Kharif,1567.0,40.38,64.98,39.5,29.56,60.19,6.85,107.79,22.33,0.204
Blackgram,West Bengal,BARDHAMAN,1998,Rabi,80.0,47.52,59.61,38.46,31.43,58.67,7.31,72.76,20.81,0.55
Rice,West Bengal,BARDHAMAN,1998,Summer,249525.0,62.48,69.36,49.61,27.82,64.93,6.09,97.89,19.38,3.536
Coconut,West Bengal,BARDHAMAN,1998,Whole Year,1940.0,10.0,24.27,46.08,27.85,82.79,6.74,114.53,26.65,14.25
Rice,West Bengal,BARDHAMAN,1998,Winter,416509.0,60.3,62.91,47.79,23.74,75.88,7.78,194.86,30.53,2.789
Rice,West Bengal,BARDHAMAN,1999,Autumn,35163.0,40.5,70.28,51.7,21.74,72.33,6.17,198.29,24.09,2.413
Jute,West Bengal,BARDHAMAN,1999,Kharif,15022.0,73.23,42.9,43.43,26.0,85.19,8.5,224.73,28.39,16.14
Maize,West Bengal,BARDHAMAN,1999,Kharif,439.0,66.11,56.73,39.03,22.1,69.52,6.03,114.38,23.26,1.549
Blackgram,West Bengal,BARDHAMAN,1999,Kharif,2249.0,55.88,63.89,33.55,31.76,64.55,5.99,110.79,33.5,0.553
Blackgram,West Bengal,BARDHAMAN,1999,Rabi,15.0,28.45,99.68,35.86,22.82,57.67,7.29,61.11,21.13,0.6
Rice,West Bengal,BARDHAMAN,1999,Summer,228995.0,67.95,76.11,52.41,25.05,67.92,6.5,189.48,22.09,3.378
Coconut,West Bengal,BARDHAMAN,1999,Whole Year,1945.0,61.45,52.22,45.05,25.76,80.77,6.28,116.52,29.46,14.5
Rice,West Bengal,BARDHAMAN,1999,Winter,414208.0,63.35,49.08,51.87,22.87,77.46,6.94,226.1,34.77,2.416
Rice,West Bengal,BARDHAMAN,2000,Autumn,18791.0,66.08,61.78,50.07,23.17,76.07,6.62,233.44,23.98,1.813
Jute,West Bengal,BARDHAMAN,2000,Kharif,10506.0,62.55,56.71,48.95,26.4,85.18,6.85,200.07,27.4,18.124
Maize,West Bengal,BARDHAMAN,2000,Kharif,50.0,35.68,65.46,40.87,28.95,67.64,6.25,103.26,27.43,1.8
Blackgram,West Bengal,BARDHAMAN,2000,Kharif,303.0,10.0,91.09,31.48,40.0,63.65,6.96,106.32,22.67,0.396
Blackgram,West Bengal,BARDHAMAN,2000,Rabi,13.0,37.97,84.18,30.45,27.04,60.52,6.97,66.06,18.72,0.538
Rice,West Bengal,BARDHAMAN,2000,Summer,219769.0,94.14,30.76,51.49,27.89,68.15,5.59,201.76,23.9,3.819
Coconut,West Bengal,BARDHAMAN,2000,Whole Year,1952.0,19.66,38.62,46.8,27.65,85.24,5.46,198.37,36.49,14.58
Rice,West Bengal,BARDHAMAN,2000,Winter,344094.0,84.37,34.55,61.42,16.55,72.47,7.47,231.92,35.8,2.029
Rice,West Bengal,BARDHAMAN,2001,Autumn,21097.0,82.18,41.4,51.66,21.54,76.3,7.13,158.75,31.49,2.645
Jute,West Bengal,BARDHAMAN,2001,Kharif,18746.0,62.2,71.0,60.85,23.86,86.9,6.2,177.77,24.1,21.388
Maize,West Bengal,BARDHAMAN,2001,Kharif,6.0,72.97,59.76,37.06,21.65,54.2,6.59,155.32,15.06,1.833
Blackgram,West Bengal,BARDHAMAN,2001,Kharif,1051.0,33.43,54.94,40.01,26.65,67.99,6.13,109.52,23.77,1.167
Blackgram,West Bengal,BARDHAMAN,2001,Rabi,10.0,34.65,63.36,30.03,20.47,46.7,6.82,59.17,22.43,0.6
Rice,West Bengal,BARDHAMAN,2001,Summer,218525.0,88.84,48.45,58.7,26.46,65.47,7.65,199.79,33.42,3.293
Coconut,West Bengal,BARDHAMAN,2001,Whole Year,1960.0,10.0,30.75,48.29,29.65,81.84,6.31,161.85,22.74,14.6
Rice,West Bengal,BARDHAMAN,2001,Winter,420467.0,78.32,56.68,37.25,20.68,74.51,5.47,300.0,35.95,2.747
Rice,West Bengal,BARDHAMAN,2002,Autumn,26341.0,67.32,53.86,51.66,21.74,74.01,7.27,289.15,41.49,2.893
Jute,West Bengal,BARDHAMAN,2002,Kharif,17756.0,107.53,40.27,48.87,24.95,81.28,6.82,188.21,38.28,18.379
Maize,West Bengal,BARDHAMAN,2002,Kharif,37.0,65.81,55.62,27.63,24.42,67.53,7.47,101.89,25.76,1.676
Blackgram,West Bengal,BARDHAMAN,2002,Kharif,252.0,17.31,84.21,32.44,25.54,66.86,7.0,119.42,19.73,0.806
Blackgram,West Bengal,BARDHAMAN,2002,Rabi,17.0,59.66,52.95,38.56,24.49,51.42,7.41,63.43,10.0,0.588
Rice,West Bengal,BARDHAMAN,2002,Summer,216157.0,75.79,33.81,54.88,27.75,70.23,5.22,226.33,21.08,3.008
Coconut,West Bengal,BARDHAMAN,2002,Whole Year,2125.0,37.84,23.71,37.33,28.2,84.04,5.23,264.98,32.99,17.0
Rice,West Bengal,BARDHAMAN,2002,Winter,404986.0,65.84,54.95,49.2,23.9,73.33,5.88,142.25,23.48,2.975
Rice,West Bengal,BARDHAMAN,2003,Autumn,18420.0,43.84,75.61,58.0,24.14,79.04,5.65,193.07,25.11,2.811
Jute,West Bengal,BARDHAMAN,2003,Kharif,11750.0,72.34,63.79,52.45,26.22,67.22,6.8,182.42,21.78,18.305
Maize,West Bengal,BARDHAMAN,2003,Kharif,202.0,57.56,57.07,31.27,25.36,69.33,6.38,84.1,23.08,1.851
Blackgram,West Bengal,BARDHAMAN,2003,Kharif,70.0,52.01,61.32,34.63,29.32,67.85,7.77,115.61,27.91,0.471
Blackgram,West Bengal,BARDHAMAN,2003,Rabi,16.0,45.29,81.87,44.84,27.93,63.2,6.8,73.15,22.62,0.625
Rice,West Bengal,BARDHAMAN,2003,Summer,215469.0,54.09,52.88,51.54,27.12,66.12,4.56,138.64,29.31,3.245
Coconut,West Bengal,BARDHAMAN,2003,Whole Year,1657.0,37.46,58.78,48.26,31.12,92.73,5.96,70.79,31.18,19.2
Rice,West Bengal,BARDHAMAN,2003,Winter,421645.0,59.59,70.6,52.29,18.25,75.04,7.59,260.81,42.91,2.981
Rice,West Bengal,BARDHAMAN,2004,Autumn,17119.0,68.45,64.4,56.66,24.07,69.57,5.98,127.05,28.69,3.045
Jute,West Bengal,BARDHAMAN,2004,Kharif,12459.0,72.45,54.95,45.6,26.93,84.38,6.14,213.27,37.76,17.876
Maize,West Bengal,BARDHAMAN,2004,Kharif,147.0,57.37,61.54,44.68,29.49,62.06,6.25,147.64,22.79,1.728
Blackgram,West Bengal,BARDHAMAN,2004,Kharif,111.0,37.02,65.77,32.59,33.3,70.18,6.31,108.6,23.11,1.396
Blackgram,West Bengal,BARDHAMAN,2004,Rabi,10.0,10.0,68.43,31.13,30.27,58.3,7.0,61.85,12.38,0.6
Rice,West Bengal,BARDHAMAN,2004,Summer,200398.0,65.97,42.91,54.81,28.6,70.44,4.9,167.3,25.68,3.041
Coconut,West Bengal,BARDHAMAN,2004,Whole Year,1270.0,19.11,26.34,42.16,25.75,89.6,5.96,161.86,28.22,16.15
Rice,West Bengal,BARDHAMAN,2004,Winter,416657.0,45.82,75.94,52.72,22.72,76.53,5.21,255.72,39.14,2.955
Rice,West Bengal,BARDHAMAN,2005,Autumn,14641.0,74.48,58.24,47.58,23.39,76.4,6.71,168.41,25.38,3.047
Jute,West Bengal,BARDHAMAN,2005,Kharif,15368.0,68.25,63.67,53.57,28.04,73.0,7.12,178.53,22.17,18.374
Maize,West Bengal,BARDHAMAN,2005,Kharif,282.0,72.35,54.25,37.33,15.87,66.42,5.5,129.75,27.63,1.855
Blackgram,West Bengal,BARDHAMAN,2005,Kharif,157.0,66.14,66.23,32.67,27.27,60.51,6.67,114.7,28.6,0.981
Blackgram,West Bengal,BARDHAMAN,2005,Rabi,7.0,39.04,66.5,43.63,29.51,64.5,6.24,57.25,21.54,0.571
Rice,West Bengal,BARDHAMAN,2005,Summer,207192.0,41.05,70.27,59.63,26.07,66.99,6.36,129.63,23.73,2.695
Coconut,West Bengal,BARDHAMAN,2005,Whole Year,1270.0,49.97,50.01,38.73,29.2,85.32,6.41,176.99,28.15,14.975
Rice,West Bengal,BARDHAMAN,2005,Winter,417180.0,73.34,67.21,50.82,21.39,79.34,4.5,165.71,31.62,3.273
Rice,West Bengal,BARDHAMAN,2006,Autumn,13530.0,46.67,63.37,57.46,24.19,73.13,8.45,218.59,40.07,3.232
Jute,West Bengal,BARDHAMAN,2006,Kharif,13800.0,69.66,63.29,50.1,24.46,80.12,7.86,211.52,29.28,16.637
Maize,West Bengal,BARDHAMAN,2006,Kharif,308.0,48.24,64.49,35.02,25.24,58.53,6.75,105.16,19.0,2.555
Blackgram,West Bengal,BARDHAMAN,2006,Kharif,91.0,56.43,55.73,35.57,35.28,71.47,5.29,106.96,26.94,0.78
Blackgram,West Bengal,BARDHAMAN,2006,Rabi,6.0,55.15,82.87,33.63,19.82,56.43,6.31,65.97,22.15,0.833
Rice,West Bengal,BARDHAMAN,2006,Summer,209769.0,91.62,58.21,55.07,26.33,69.06,7.19,124.36,31.2,3.442
Coconut,West Bengal,BARDHAMAN,2006,Whole Year,1173.0,10.0,38.39,38.51,25.75,80.34,6.07,128.21,27.17,12653.026
Rice,West Bengal,BARDHAMAN,2006,Winter,419514.0,68.68,75.49,54.97,16.68,75.21,8.21,126.43,26.73,2.864
Rice,West Bengal,BARDHAMAN,2007,Autumn,17567.0,95.62,56.47,45.94,28.47,73.03,7.0,210.89,24.95,2.953
Jute,West Bengal,BARDHAMAN,2007,Kharif,11074.0,58.65,50.56,48.9,28.57,85.7,7.39,191.49,32.74,14.194
Blackgram,West Bengal,BARDHAMAN,2007,Kharif,257.0,74.26,70.81,20.24,20.76,67.93,7.0,116.8,24.56,0.899
Maize,West Bengal,BARDHAMAN,2007,Rabi,178.0,54.06,61.2,40.85,23.03,57.35,7.06,141.36,27.4,3.034
Maize,West Bengal,BARDHAMAN,2007,Summer,158.0,67.49,58.05,37.75,27.62,59.35,7.34,73.75,27.28,2.291
Rice,West Bengal,BARDHAMAN,2007,Summer,203741.0,75.09,45.38,47.02,32.33,68.6,8.5,266.06,30.58,3.338
Coconut,West Bengal,BARDHAMAN,2007,Whole Year,2678.0,10.0,53.57,47.55,23.96,85.11,5.41,203.22,32.88,11546.677
Rice,West Bengal,BARDHAMAN,2007,Winter,414468.0,59.05,79.99,57.2,20.44,75.63,4.8,168.89,25.82,2.719
Rice,West Bengal,BARDHAMAN,2008,Autumn,15358.0,102.04,51.3,48.35,25.85,71.59,6.86,214.06,35.21,2.899
Jute,West Bengal,BARDHAMAN,2008,Kharif,10832.0,50.31,48.66,52.54,27.57,66.21,6.64,163.15,24.4,15.478
Blackgram,West Bengal,BARDHAMAN,2008,Kharif,301.0,76.28,85.45,36.49,25.97,66.07,6.98,99.82,29.1,0.781
Maize,West Bengal,BARDHAMAN,2008,Rabi,205.0,86.68,64.18,34.62,24.18,73.82,6.57,57.58,25.41,2.151
Maize,West Bengal,BARDHAMAN,2008,Summer,275.0,59.91,42.64,39.86,19.65,44.6,7.49,92.0,15.58,2.433
Rice,West Bengal,BARDHAMAN,2008,Summer,233697.0,77.34,59.66,46.67,30.12,63.65,7.19,284.19,29.2,2.83
Coconut,West Bengal,BARDHAMAN,2008,Whole Year,2683.0,10.0,5.0,41.15,25.4,83.96,6.15,217.98,39.25,11.525
Rice,West Bengal,BARDHAMAN,2008,Winter,417486.0,70.84,53.93,53.08,26.12,73.27,7.07,179.63,31.02,2.803
Rice,West Bengal,BARDHAMAN,2009,Autumn,12066.0,73.27,74.71,55.2,22.24,75.02,6.35,241.36,28.91,2.912
Jute,West Bengal,BARDHAMAN,2009,Kharif,12732.0,50.86,68.34,58.29,23.53,70.56,6.48,172.07,28.02,17.216
Blackgram,West Bengal,BARDHAMAN,2009,Kharif,26.0,64.78,64.33,34.8,26.5,59.87,8.17,118.87,18.82,0.615
Maize,West Bengal,BARDHAMAN,2009,Rabi,206.0,64.0,49.18,37.34,26.37,65.3,5.71,72.62,19.62,2.199
Maize,West Bengal,BARDHAMAN,2009,Summer,190.0,81.28,82.06,32.52,30.76,68.47,5.87,41.45,25.63,2.1
Rice,West Bengal,BARDHAMAN,2009,Summer,230750.0,46.76,63.97,55.41,25.15,65.1,5.25,162.51,23.81,3.225
Rice,West Bengal,BARDHAMAN,2009,Winter,429698.0,100.39,46.71,46.44,18.63,75.36,6.33,175.03,28.15,2.96
Rice,West Bengal,BARDHAMAN,2010,Autumn,9285.0,57.47,75.15,56.28,19.04,77.18,5.67,164.7,27.36,2.852
Jute,West Bengal,BARDHAMAN,2010,Kharif,12620.0,87.45,63.7,55.03,22.43,75.43,7.06,198.5,30.85,21.05
Blackgram,West Bengal,BARDHAMAN,2010,Kharif,139.0,44.91,78.19,34.46,23.58,67.9,7.21,117.48,25.53,0.173
Maize,West Bengal,BARDHAMAN,2010,Rabi,194.0,78.11,58.77,38.66,18.44,57.36,5.06,80.95,15.37,2.201
Maize,West Bengal,BARDHAMAN,2010,Summer,181.0,89.86,67.88,30.81,27.26,54.09,6.96,79.62,21.01,1.95
Rice,West Bengal,BARDHAMAN,2010,Summer,189443.0,41.98,54.82,55.64,19.67,65.91,4.66,204.85,26.38,3.093
Rice,West Bengal,BARDHAMAN,2010,Winter,364128.0,88.06,75.72,50.44,18.97,77.65,6.0,172.64,37.0,2.893
Rice,West Bengal,BARDHAMAN,2011,Autumn,10169.0,60.19,43.28,53.99,28.21,75.8,6.39,264.75,24.29,3.013
Jute,West Bengal,BARDHAMAN,2011,Kharif,12771.0,87.57,46.46,59.6,27.87,84.23,6.83,208.69,33.9,18.32
Blackgram,West Bengal,BARDHAMAN,2011,Kharif,183.0,17.27,84.32,32.44,28.68,70.0,7.44,90.76,24.64,0.284
Maize,West Bengal,BARDHAMAN,2011,Rabi,263.0,59.76,57.26,40.26,22.89,47.63,7.05,77.92,15.95,2.251
Maize,West Bengal,BARDHAMAN,2011,Summer,241.0,66.48,47.23,35.19,27.55,42.52,6.01,69.12,20.26,1.917
Rice,West Bengal,BARDHAMAN,2011,Summer,169333.0,92.21,54.32,36.2,28.03,71.18,6.34,224.31,31.41,2.813
Rice,West Bengal,BARDHAMAN,2011,Winter,413299.0,66.95,61.12,60.67,27.44,73.92,7.13,277.95,30.9,3.006
Rice,West Bengal,BARDHAMAN,2012,Autumn,9293.0,35.51,56.93,44.8,25.1,77.73,4.72,202.91,24.07,3.095
Jute,West Bengal,BARDHAMAN,2012,Kharif,8980.0,74.22,77.85,46.27,26.38,88.73,6.27,189.89,29.5,15.495
Blackgram,West Bengal,BARDHAMAN,2012,Kharif,21.0,43.74,76.93,37.96,39.7,65.56,6.75,117.63,26.83,0.286
